id,edge1,edge2,node1,node2,capacity,is_closed
3080,6160,6161,403,24,49999999000,0
3081,6162,6163,403,279,50000000000,0
3082,6164,6165,403,292,50000000000,0
3083,6166,6167,403,201,50000000000,0
3084,6168,6169,403,236,50000000000,0
3085,6170,6171,403,167,49999999000,0
3086,6172,6173,403,15,49999999000,0
3087,6174,6175,403,158,50000001000,0
3088,6176,6177,403,102,49999998000,0
3089,6178,6179,403,292,50000000000,0
3090,6180,6181,404,365,49999999000,0
3091,6182,6183,404,169,49999999000,0
3092,6184,6185,404,103,50000001000,0
3093,6186,6187,404,313,49999997000,0
3094,6188,6189,404,112,49999998000,0
3095,6190,6191,404,311,49999999000,0
3096,6192,6193,404,331,50000001000,0
3097,6194,6195,404,238,49999999000,0
3098,6196,6197,404,272,50000000000,0
3099,6198,6199,404,159,49999999000,0
3100,6200,6201,405,336,49999999000,0
3101,6202,6203,405,105,50000001000,0
3102,6204,6205,405,156,50000001000,0
3103,6206,6207,405,258,50000000000,0
3104,6208,6209,405,3,50000001000,0
3105,6210,6211,405,40,49999999000,0
3106,6212,6213,405,21,49999999000,0
3107,6214,6215,405,330,50000001000,0
3108,6216,6217,405,102,50000000000,0
3109,6218,6219,405,204,50000001000,0
3110,6220,6221,406,240,50000000000,0
3111,6222,6223,406,156,49999999000,0
3112,6224,6225,406,123,49999999000,0
3113,6226,6227,406,196,50000001000,0
3114,6228,6229,406,250,50000000000,0
3115,6230,6231,406,217,49999999000,0
3116,6232,6233,406,248,50000000000,0
3117,6234,6235,406,152,49999999000,0
3118,6236,6237,406,152,50000000000,0
3119,6238,6239,406,21,50000000000,0
3120,6240,6241,407,141,50000000000,0
3121,6242,6243,407,232,50000000000,0
3122,6244,6245,407,375,50000000000,0
3123,6246,6247,407,100,49999999000,0
3124,6248,6249,407,202,50000000000,0
3125,6250,6251,407,122,50000001000,0
3126,6252,6253,407,111,50000001000,0
3127,6254,6255,407,102,49999999000,0
3128,6256,6257,407,259,50000000000,0
3129,6258,6259,407,254,50000001000,0
3130,6260,6261,408,113,50000003000,0
3131,6262,6263,408,224,49999999000,0
3132,6264,6265,408,155,50000001000,0
3133,6266,6267,408,174,50000000000,0
3134,6268,6269,408,146,49999999000,0
3135,6270,6271,408,350,50000000000,0
3136,6272,6273,408,180,50000000000,0
3137,6274,6275,408,326,49999999000,0
3138,6276,6277,408,214,50000000000,0
3139,6278,6279,408,173,50000001000,0
3140,6280,6281,409,273,50000001000,0
3141,6282,6283,409,386,49999999000,0
3142,6284,6285,409,395,49999997000,0
3143,6286,6287,409,346,50000000000,0
3144,6288,6289,409,109,49999999000,0
3145,6290,6291,409,169,50000001000,0
3146,6292,6293,409,115,50000002000,0
3147,6294,6295,409,114,50000000000,0
3148,6296,6297,409,202,49999997000,0
3149,6298,6299,409,362,49999999000,0
3150,6300,6301,410,168,50000000000,0
3151,6302,6303,410,306,50000000000,0
3152,6304,6305,410,111,50000000000,0
3153,6306,6307,410,346,50000001000,0
3154,6308,6309,410,118,49999999000,0
3155,6310,6311,410,139,49999999000,0
3156,6312,6313,410,213,49999999000,0
3157,6314,6315,410,324,50000000000,0
3158,6316,6317,410,181,49999998000,0
3159,6318,6319,410,309,49999999000,0
3160,6320,6321,411,165,49999998000,0
3161,6322,6323,411,159,49999999000,0
3162,6324,6325,411,121,49999998000,0
3163,6326,6327,411,287,49999999000,0
3164,6328,6329,411,112,50000001000,0
3165,6330,6331,411,125,49999998000,0
3166,6332,6333,411,103,49999999000,0
3167,6334,6335,411,206,50000001000,0
3168,6336,6337,411,337,49999999000,0
3169,6338,6339,411,4,50000000000,0
3170,6340,6341,412,165,49999997000,0
3171,6342,6343,412,13,49999999000,0
3172,6344,6345,412,238,49999999000,0
3173,6346,6347,412,181,49999998000,0
3174,6348,6349,412,348,50000001000,0
3175,6350,6351,412,354,49999999000,0
3176,6352,6353,412,302,49999999000,0
3177,6354,6355,412,389,50000000000,0
3178,6356,6357,412,170,50000000000,0
3179,6358,6359,412,293,50000000000,0
3180,6360,6361,413,173,50000000000,0
3181,6362,6363,413,377,50000000000,0
3182,6364,6365,413,358,49999999000,0
3183,6366,6367,413,149,49999998000,0
3184,6368,6369,413,131,50000000000,0
3185,6370,6371,413,279,50000000000,0
3186,6372,6373,413,355,49999998000,0
3187,6374,6375,413,113,50000000000,0
3188,6376,6377,413,39,50000001000,0
3189,6378,6379,413,247,49999999000,0
3190,6380,6381,414,148,49999999000,0
3191,6382,6383,414,167,50000001000,0
3192,6384,6385,414,103,49999999000,0
3193,6386,6387,414,25,50000001000,0
3194,6388,6389,414,183,49999999000,0
3195,6390,6391,414,4,49999999000,0
3196,6392,6393,414,285,49999998000,0
3197,6394,6395,414,192,50000001000,0
3198,6396,6397,414,258,49999998000,0
3199,6398,6399,414,304,50000001000,0
3200,6400,6401,415,356,50000000000,0
3201,6402,6403,415,319,50000001000,0
3202,6404,6405,415,201,49999999000,0
3203,6406,6407,415,198,49999998000,0
3204,6408,6409,415,129,50000000000,0
3205,6410,6411,415,118,49999999000,0
3206,6412,6413,415,245,50000000000,0
3207,6414,6415,415,263,49999999000,0
3208,6416,6417,415,242,50000000000,0
3209,6418,6419,415,123,50000000000,0
3210,6420,6421,416,206,49999999000,0
3211,6422,6423,416,32,49999999000,0
3212,6424,6425,416,128,49999999000,0
3213,6426,6427,416,274,50000001000,0
3214,6428,6429,416,314,49999999000,0
3215,6430,6431,416,32,50000000000,0
3216,6432,6433,416,168,50000000000,0
3217,6434,6435,416,9,50000000000,0
3218,6436,6437,416,252,50000000000,0
3219,6438,6439,416,365,49999998000,0
3220,6440,6441,417,8,49999998000,0
3221,6442,6443,417,187,50000000000,0
3222,6444,6445,417,1,49999999000,0
3223,6446,6447,417,410,50000000000,0
3224,6448,6449,417,336,50000000000,0
3225,6450,6451,417,22,50000001000,0
3226,6452,6453,417,109,50000000000,0
3227,6454,6455,417,127,49999999000,0
3228,6456,6457,417,377,49999999000,0
3229,6458,6459,417,134,50000002000,0
3230,6460,6461,418,326,50000001000,0
3231,6462,6463,418,110,49999996000,0
3232,6464,6465,418,352,49999997000,0
3233,6466,6467,418,405,50000000000,0
3234,6468,6469,418,145,50000000000,0
3235,6470,6471,418,165,50000000000,0
3236,6472,6473,418,342,49999998000,0
3237,6474,6475,418,181,49999999000,0
3238,6476,6477,418,228,50000000000,0
3239,6478,6479,418,206,49999999000,0
3240,6480,6481,419,140,50000000000,0
3241,6482,6483,419,2,49999999000,0
3242,6484,6485,419,296,49999999000,0
3243,6486,6487,419,400,49999999000,0
3244,6488,6489,419,109,50000000000,0
3245,6490,6491,419,155,50000000000,0
3246,6492,6493,419,203,49999999000,0
3247,6494,6495,419,390,50000000000,0
3248,6496,6497,419,36,50000000000,0
3249,6498,6499,419,4,49999998000,0
3250,6500,6501,420,183,50000000000,0
3251,6502,6503,420,111,50000000000,0
3252,6504,6505,420,188,50000000000,0
3253,6506,6507,420,290,49999997000,0
3254,6508,6509,420,191,49999998000,0
3255,6510,6511,420,109,50000000000,0
3256,6512,6513,420,366,50000002000,0
3257,6514,6515,420,165,50000000000,0
3258,6516,6517,420,187,49999998000,0
3259,6518,6519,420,388,49999998000,0
3260,6520,6521,421,40,50000002000,0
3261,6522,6523,421,261,50000001000,0
3262,6524,6525,421,31,50000000000,0
3263,6526,6527,421,246,50000000000,0
3264,6528,6529,421,127,50000000000,0
3265,6530,6531,421,112,50000002000,0
3266,6532,6533,421,104,50000001000,0
3267,6534,6535,421,224,49999998000,0
3268,6536,6537,421,133,49999999000,0
3269,6538,6539,421,8,50000001000,0
3270,6540,6541,422,180,49999998000,0
3271,6542,6543,422,114,49999999000,0
3272,6544,6545,422,254,50000000000,0
3273,6546,6547,422,171,49999998000,0
3274,6548,6549,422,158,49999999000,0
3275,6550,6551,422,10,49999999000,0
3276,6552,6553,422,125,49999999000,0
3277,6554,6555,422,212,50000000000,0
3278,6556,6557,422,167,50000000000,0
3279,6558,6559,422,182,50000000000,0
3280,6560,6561,423,325,49999999000,0
3281,6562,6563,423,15,49999998000,0
3282,6564,6565,423,339,50000000000,0
3283,6566,6567,423,189,49999998000,0
3284,6568,6569,423,409,50000000000,0
3285,6570,6571,423,412,50000001000,0
3286,6572,6573,423,112,50000001000,0
3287,6574,6575,423,117,49999999000,0
3288,6576,6577,423,234,49999999000,0
3289,6578,6579,423,147,49999999000,0
3290,6580,6581,424,2,50000000000,0
3291,6582,6583,424,108,49999999000,0
3292,6584,6585,424,297,50000001000,0
3293,6586,6587,424,32,50000000000,0
3294,6588,6589,424,124,49999999000,0
3295,6590,6591,424,217,49999998000,0
3296,6592,6593,424,254,49999999000,0
3297,6594,6595,424,346,50000000000,0
3298,6596,6597,424,233,50000000000,0
3299,6598,6599,424,358,49999999000,0
3300,6600,6601,425,198,50000000000,0
3301,6602,6603,425,6,49999998000,0
3302,6604,6605,425,10,50000000000,0
3303,6606,6607,425,136,50000000000,0
3304,6608,6609,425,390,50000002000,0
3305,6610,6611,425,200,50000000000,0
3306,6612,6613,425,201,50000000000,0
3307,6614,6615,425,43,49999999000,0
3308,6616,6617,425,107,49999999000,0
3309,6618,6619,425,108,49999999000,0
3310,6620,6621,426,208,50000000000,0
3311,6622,6623,426,260,50000000000,0
3312,6624,6625,426,279,49999999000,0
3313,6626,6627,426,267,49999998000,0
3314,6628,6629,426,118,49999999000,0
3315,6630,6631,426,412,49999999000,0
3316,6632,6633,426,265,50000000000,0
3317,6634,6635,426,279,50000001000,0
3318,6636,6637,426,124,50000001000,0
3319,6638,6639,426,25,50000000000,0
3320,6640,6641,427,21,50000001000,0
3321,6642,6643,427,245,50000000000,0
3322,6644,6645,427,143,49999999000,0
3323,6646,6647,427,24,50000001000,0
3324,6648,6649,427,32,50000001000,0
3325,6650,6651,427,202,49999999000,0
3326,6652,6653,427,145,50000000000,0
3327,6654,6655,427,121,50000001000,0
3328,6656,6657,427,217,50000001000,0
3329,6658,6659,427,141,50000001000,0
3330,6660,6661,428,330,50000000000,0
3331,6662,6663,428,397,49999997000,0
3332,6664,6665,428,139,50000001000,0
3333,6666,6667,428,152,50000000000,0
3334,6668,6669,428,122,49999997000,0
3335,6670,6671,428,40,50000000000,0
3336,6672,6673,428,369,49999999000,0
3337,6674,6675,428,253,50000000000,0
3338,6676,6677,428,235,49999999000,0
3339,6678,6679,428,146,50000001000,0
3340,6680,6681,429,287,50000001000,0
3341,6682,6683,429,33,50000000000,0
3342,6684,6685,429,148,49999999000,0
3343,6686,6687,429,120,50000000000,0
3344,6688,6689,429,384,49999999000,0
3345,6690,6691,429,128,49999999000,0
3346,6692,6693,429,222,49999998000,0
3347,6694,6695,429,208,49999999000,0
3348,6696,6697,429,152,49999999000,0
3349,6698,6699,429,121,50000000000,0
3350,6700,6701,430,121,50000001000,0
3351,6702,6703,430,406,50000000000,0
3352,6704,6705,430,192,49999999000,0
3353,6706,6707,430,410,50000000000,0
3354,6708,6709,430,216,49999996000,0
3355,6710,6711,430,407,49999999000,0
3356,6712,6713,430,137,49999999000,0
3357,6714,6715,430,191,49999998000,0
3358,6716,6717,430,36,49999998000,0
3359,6718,6719,430,29,49999999000,0
3360,6720,6721,431,137,50000000000,0
3361,6722,6723,431,116,50000000000,0
3362,6724,6725,431,42,49999998000,0
3363,6726,6727,431,214,49999999000,0
3364,6728,6729,431,124,50000001000,0
3365,6730,6731,431,378,50000000000,0
3366,6732,6733,431,427,49999998000,0
3367,6734,6735,431,103,49999999000,0
3368,6736,6737,431,296,50000001000,0
3369,6738,6739,431,395,49999999000,0
3370,6740,6741,432,135,49999999000,0
3371,6742,6743,432,3,49999998000,0
3372,6744,6745,432,169,50000002000,0
3373,6746,6747,432,157,49999998000,0
3374,6748,6749,432,198,49999999000,0
3375,6750,6751,432,341,49999998000,0
3376,6752,6753,432,130,49999998000,0
3377,6754,6755,432,200,50000000000,0
3378,6756,6757,432,194,49999999000,0
3379,6758,6759,432,113,50000001000,0
3380,6760,6761,433,31,50000000000,0
3381,6762,6763,433,258,49999999000,0
3382,6764,6765,433,122,49999999000,0
3383,6766,6767,433,107,49999997000,0
3384,6768,6769,433,173,50000000000,0
3385,6770,6771,433,2,50000000000,0
3386,6772,6773,433,104,50000000000,0
3387,6774,6775,433,297,50000000000,0
3388,6776,6777,433,122,49999998000,0
3389,6778,6779,433,24,50000003000,0
3390,6780,6781,434,131,49999998000,0
3391,6782,6783,434,310,50000000000,0
3392,6784,6785,434,174,50000000000,0
3393,6786,6787,434,105,50000001000,0
3394,6788,6789,434,116,50000001000,0
3395,6790,6791,434,389,50000000000,0
3396,6792,6793,434,107,50000001000,0
3397,6794,6795,434,168,49999999000,0
3398,6796,6797,434,181,49999998000,0
3399,6798,6799,434,21,50000000000,0
3400,6800,6801,435,297,50000000000,0
3401,6802,6803,435,162,50000001000,0
3402,6804,6805,435,212,50000000000,0
3403,6806,6807,435,36,49999999000,0
3404,6808,6809,435,250,50000000000,0
3405,6810,6811,435,19,49999999000,0
3406,6812,6813,435,137,49999999000,0
3407,6814,6815,435,247,50000001000,0
3408,6816,6817,435,210,49999999000,0
3409,6818,6819,435,249,50000000000,0
3410,6820,6821,436,306,49999999000,0
3411,6822,6823,436,112,49999999000,0
3412,6824,6825,436,231,50000002000,0
3413,6826,6827,436,111,49999998000,0
3414,6828,6829,436,390,50000000000,0
3415,6830,6831,436,289,49999999000,0
3416,6832,6833,436,351,50000001000,0
3417,6834,6835,436,170,50000001000,0
3418,6836,6837,436,141,49999997000,0
3419,6838,6839,436,204,50000000000,0
3420,6840,6841,437,214,50000000000,0
3421,6842,6843,437,322,49999999000,0
3422,6844,6845,437,279,50000000000,0
3423,6846,6847,437,158,50000000000,0
3424,6848,6849,437,309,50000001000,0
3425,6850,6851,437,120,50000000000,0
3426,6852,6853,437,143,50000000000,0
3427,6854,6855,437,406,50000000000,0
3428,6856,6857,437,226,50000000000,0
3429,6858,6859,437,111,50000000000,0
3430,6860,6861,438,4,49999997000,0
3431,6862,6863,438,170,49999998000,0
3432,6864,6865,438,24,50000001000,0
3433,6866,6867,438,166,50000000000,0
3434,6868,6869,438,418,49999999000,0
3435,6870,6871,438,165,49999998000,0
3436,6872,6873,438,278,50000000000,0
3437,6874,6875,438,123,50000001000,0
3438,6876,6877,438,193,49999999000,0
3439,6878,6879,438,205,50000000000,0
3440,6880,6881,439,128,50000001000,0
3441,6882,6883,439,246,50000000000,0
3442,6884,6885,439,403,49999998000,0
3443,6886,6887,439,189,49999999000,0
3444,6888,6889,439,163,50000000000,0
3445,6890,6891,439,206,50000000000,0
3446,6892,6893,439,1,50000001000,0
3447,6894,6895,439,18,49999998000,0
3448,6896,6897,439,119,50000000000,0
3449,6898,6899,439,167,49999999000,0
3450,6900,6901,440,355,49999999000,0
3451,6902,6903,440,234,49999999000,0
3452,6904,6905,440,311,50000001000,0
3453,6906,6907,440,40,50000000000,0
3454,6908,6909,440,141,50000000000,0
3455,6910,6911,440,377,49999999000,0
3456,6912,6913,440,187,49999999000,0
3457,6914,6915,440,34,49999998000,0
3458,6916,6917,440,42,50000000000,0
3459,6918,6919,440,15,49999998000,0
3460,6920,6921,441,40,50000000000,0
3461,6922,6923,441,211,50000000000,0
3462,6924,6925,441,251,49999999000,0
3463,6926,6927,441,397,50000000000,0
3464,6928,6929,441,158,49999997000,0
3465,6930,6931,441,136,49999999000,0
3466,6932,6933,441,129,49999999000,0
3467,6934,6935,441,113,50000001000,0
3468,6936,6937,441,307,49999998000,0
3469,6938,6939,441,35,49999998000,0
3470,6940,6941,442,181,49999999000,0
3471,6942,6943,442,204,50000001000,0
3472,6944,6945,442,24,49999999000,0
3473,6946,6947,442,151,49999999000,0
3474,6948,6949,442,40,49999999000,0
3475,6950,6951,442,308,50000001000,0
3476,6952,6953,442,105,49999997000,0
3477,6954,6955,442,143,49999999000,0
3478,6956,6957,442,3,49999999000,0
3479,6958,6959,442,416,49999998000,0
3480,6960,6961,443,365,50000001000,0
3481,6962,6963,443,247,49999999000,0
3482,6964,6965,443,171,50000000000,0
3483,6966,6967,443,111,49999999000,0
3484,6968,6969,443,268,50000000000,0
3485,6970,6971,443,141,49999998000,0
3486,6972,6973,443,167,50000000000,0
3487,6974,6975,443,209,50000000000,0
3488,6976,6977,443,36,50000001000,0
3489,6978,6979,443,369,50000000000,0
3490,6980,6981,444,18,49999999000,0
3491,6982,6983,444,253,49999999000,0
3492,6984,6985,444,193,49999999000,0
3493,6986,6987,444,298,50000000000,0
3494,6988,6989,444,32,49999999000,0
3495,6990,6991,444,128,49999999000,0
3496,6992,6993,444,202,50000000000,0
3497,6994,6995,444,171,49999999000,0
3498,6996,6997,444,3,50000001000,0
3499,6998,6999,444,357,50000000000,0
3500,7000,7001,445,181,49999999000,0
3501,7002,7003,445,205,49999998000,0
3502,7004,7005,445,203,49999999000,0
3503,7006,7007,445,147,49999999000,0
3504,7008,7009,445,286,49999998000,0
3505,7010,7011,445,147,50000002000,0
3506,7012,7013,445,155,50000001000,0
3507,7014,7015,445,104,49999999000,0
3508,7016,7017,445,141,49999998000,0
3509,7018,7019,445,137,50000001000,0
3510,7020,7021,446,121,49999998000,0
3511,7022,7023,446,216,50000000000,0
3512,7024,7025,446,111,49999999000,0
3513,7026,7027,446,101,49999999000,0
3514,7028,7029,446,120,49999997000,0
3515,7030,7031,446,124,49999997000,0
3516,7032,7033,446,8,50000000000,0
3517,7034,7035,446,290,50000000000,0
3518,7036,7037,446,31,49999999000,0
3519,7038,7039,446,194,50000000000,0
3520,7040,7041,447,223,50000001000,0
3521,7042,7043,447,113,50000000000,0
3522,7044,7045,447,240,49999997000,0
3523,7046,7047,447,121,49999999000,0
3524,7048,7049,447,290,50000000000,0
3525,7050,7051,447,324,50000001000,0
3526,7052,7053,447,18,49999999000,0
3527,7054,7055,447,164,49999998000,0
3528,7056,7057,447,238,49999999000,0
3529,7058,7059,447,345,50000000000,0
3530,7060,7061,448,136,50000000000,0
3531,7062,7063,448,217,50000001000,0
3532,7064,7065,448,4,50000000000,0
3533,7066,7067,448,137,50000000000,0
3534,7068,7069,448,300,50000001000,0
3535,7070,7071,448,138,49999998000,0
3536,7072,7073,448,101,50000000000,0
3537,7074,7075,448,161,50000000000,0
3538,7076,7077,448,293,49999998000,0
3539,7078,7079,448,108,49999999000,0
3540,7080,7081,449,221,49999999000,0
3541,7082,7083,449,438,50000000000,0
3542,7084,7085,449,328,50000000000,0
3543,7086,7087,449,133,49999998000,0
3544,7088,7089,449,379,50000000000,0
3545,7090,7091,449,341,50000000000,0
3546,7092,7093,449,167,50000000000,0
3547,7094,7095,449,102,50000000000,0
3548,7096,7097,449,387,50000002000,0
3549,7098,7099,449,396,50000000000,0
3550,7100,7101,450,317,49999999000,0
3551,7102,7103,450,174,50000000000,0
3552,7104,7105,450,112,50000000000,0
3553,7106,7107,450,215,50000000000,0
3554,7108,7109,450,220,50000001000,0
3555,7110,7111,450,144,50000001000,0
3556,7112,7113,450,273,49999998000,0
3557,7114,7115,450,375,50000000000,0
3558,7116,7117,450,128,50000001000,0
3559,7118,7119,450,282,49999999000,0
3560,7120,7121,451,131,50000000000,0
3561,7122,7123,451,124,49999999000,0
3562,7124,7125,451,124,49999999000,0
3563,7126,7127,451,152,49999999000,0
3564,7128,7129,451,112,50000002000,0
3565,7130,7131,451,130,49999999000,0
3566,7132,7133,451,181,49999999000,0
3567,7134,7135,451,101,49999999000,0
3568,7136,7137,451,40,49999998000,0
3569,7138,7139,451,167,49999999000,0
3570,7140,7141,452,163,49999998000,0
3571,7142,7143,452,174,49999999000,0
3572,7144,7145,452,411,49999998000,0
3573,7146,7147,452,111,49999999000,0
3574,7148,7149,452,105,49999998000,0
3575,7150,7151,452,341,50000001000,0
3576,7152,7153,452,206,50000000000,0
3577,7154,7155,452,418,50000002000,0
3578,7156,7157,452,447,50000000000,0
3579,7158,7159,452,308,49999999000,0
3580,7160,7161,453,252,49999999000,0
3581,7162,7163,453,239,49999999000,0
3582,7164,7165,453,324,49999999000,0
3583,7166,7167,453,333,49999999000,0
3584,7168,7169,453,224,49999999000,0
3585,7170,7171,453,6,49999999000,0
3586,7172,7173,453,31,49999999000,0
3587,7174,7175,453,389,49999999000,0
3588,7176,7177,453,291,49999999000,0
3589,7178,7179,453,288,49999999000,0
3590,7180,7181,454,252,49999999000,0
3591,7182,7183,454,101,49999999000,0
3592,7184,7185,454,100,50000002000,0
3593,7186,7187,454,339,49999999000,0
3594,7188,7189,454,110,50000000000,0
3595,7190,7191,454,171,49999998000,0
3596,7192,7193,454,8,49999999000,0
3597,7194,7195,454,103,50000000000,0
3598,7196,7197,454,108,49999999000,0
3599,7198,7199,454,336,49999998000,0
3600,7200,7201,455,195,50000000000,0
3601,7202,7203,455,152,50000000000,0
3602,7204,7205,455,206,49999998000,0
3603,7206,7207,455,18,49999999000,0
3604,7208,7209,455,161,50000000000,0
3605,7210,7211,455,282,50000000000,0
3606,7212,7213,455,146,50000001000,0
3607,7214,7215,455,120,49999999000,0
3608,7216,7217,455,156,49999999000,0
3609,7218,7219,455,171,49999999000,0
3610,7220,7221,456,415,50000001000,0
3611,7222,7223,456,180,50000000000,0
3612,7224,7225,456,112,49999999000,0
3613,7226,7227,456,204,49999998000,0
3614,7228,7229,456,325,50000001000,0
3615,7230,7231,456,428,49999999000,0
3616,7232,7233,456,397,49999999000,0
3617,7234,7235,456,449,49999999000,0
3618,7236,7237,456,378,49999998000,0
3619,7238,7239,456,101,49999999000,0
3620,7240,7241,457,412,50000000000,0
3621,7242,7243,457,163,49999999000,0
3622,7244,7245,457,167,49999999000,0
3623,7246,7247,457,101,50000000000,0
3624,7248,7249,457,117,49999999000,0
3625,7250,7251,457,190,50000001000,0
3626,7252,7253,457,253,50000000000,0
3627,7254,7255,457,21,49999998000,0
3628,7256,7257,457,251,50000001000,0
3629,7258,7259,457,31,50000000000,0
3630,7260,7261,458,260,50000000000,0
3631,7262,7263,458,112,50000001000,0
3632,7264,7265,458,198,49999999000,0
3633,7266,7267,458,445,49999999000,0
3634,7268,7269,458,6,49999999000,0
3635,7270,7271,458,337,50000001000,0
3636,7272,7273,458,210,50000000000,0
3637,7274,7275,458,423,49999999000,0
3638,7276,7277,458,408,50000000000,0
3639,7278,7279,458,36,49999999000,0
3640,7280,7281,459,208,49999999000,0
3641,7282,7283,459,152,49999998000,0
3642,7284,7285,459,360,50000001000,0
3643,7286,7287,459,158,50000000000,0
3644,7288,7289,459,141,49999998000,0
3645,7290,7291,459,397,50000000000,0
3646,7292,7293,459,24,50000002000,0
3647,7294,7295,459,435,49999998000,0
3648,7296,7297,459,370,50000000000,0
3649,7298,7299,459,305,50000000000,0
3650,7300,7301,460,265,49999999000,0
3651,7302,7303,460,116,50000001000,0
3652,7304,7305,460,182,50000000000,0
3653,7306,7307,460,356,49999999000,0
3654,7308,7309,460,111,49999998000,0
3655,7310,7311,460,366,50000000000,0
3656,7312,7313,460,21,50000000000,0
3657,7314,7315,460,155,49999999000,0
3658,7316,7317,460,221,50000000000,0
3659,7318,7319,460,220,49999998000,0
3660,7320,7321,461,1,49999999000,0
3661,7322,7323,461,313,50000000000,0
3662,7324,7325,461,431,50000000000,0
3663,7326,7327,461,127,50000000000,0
3664,7328,7329,461,448,49999999000,0
3665,7330,7331,461,24,49999998000,0
3666,7332,7333,461,447,50000000000,0
3667,7334,7335,461,6,49999999000,0
3668,7336,7337,461,306,49999998000,0
3669,7338,7339,461,228,49999998000,0
3670,7340,7341,462,2,49999999000,0
3671,7342,7343,462,165,49999998000,0
3672,7344,7345,462,316,50000000000,0
3673,7346,7347,462,3,49999999000,0
3674,7348,7349,462,263,50000000000,0
3675,7350,7351,462,183,49999999000,0
3676,7352,7353,462,172,50000000000,0
3677,7354,7355,462,264,50000000000,0
3678,7356,7357,462,446,50000000000,0
3679,7358,7359,462,184,50000000000,0
3680,7360,7361,463,265,50000000000,0
3681,7362,7363,463,360,50000000000,0
3682,7364,7365,463,138,49999999000,0
3683,7366,7367,463,100,50000000000,0
3684,7368,7369,463,6,49999998000,0
3685,7370,7371,463,292,49999999000,0
3686,7372,7373,463,187,50000000000,0
3687,7374,7375,463,18,49999998000,0
3688,7376,7377,463,442,50000000000,0
3689,7378,7379,463,40,49999999000,0
3690,7380,7381,464,171,49999999000,0
3691,7382,7383,464,130,50000000000,0
3692,7384,7385,464,111,49999999000,0
3693,7386,7387,464,441,49999999000,0
3694,7388,7389,464,271,49999999000,0
3695,7390,7391,464,133,50000001000,0
3696,7392,7393,464,173,49999999000,0
3697,7394,7395,464,263,50000000000,0
3698,7396,7397,464,254,49999999000,0
3699,7398,7399,464,168,50000001000,0
3700,7400,7401,465,7,50000001000,0
3701,7402,7403,465,346,50000001000,0
3702,7404,7405,465,101,49999999000,0
3703,7406,7407,465,364,50000000000,0
3704,7408,7409,465,450,50000000000,0
3705,7410,7411,465,155,49999999000,0
3706,7412,7413,465,209,50000000000,0
3707,7414,7415,465,8,49999999000,0
3708,7416,7417,465,112,50000000000,0
3709,7418,7419,465,170,50000000000,0
3710,7420,7421,466,105,50000000000,0
3711,7422,7423,466,36,49999999000,0
3712,7424,7425,466,308,49999999000,0
3713,7426,7427,466,148,50000000000,0
3714,7428,7429,466,357,49999999000,0
3715,7430,7431,466,121,50000000000,0
3716,7432,7433,466,167,49999999000,0
3717,7434,7435,466,45,50000000000,0
3718,7436,7437,466,123,49999999000,0
3719,7438,7439,466,249,50000000000,0
3720,7440,7441,467,18,50000002000,0
3721,7442,7443,467,100,50000000000,0
3722,7444,7445,467,6,50000000000,0
3723,7446,7447,467,174,50000002000,0
3724,7448,7449,467,102,50000000000,0
3725,7450,7451,467,314,49999999000,0
3726,7452,7453,467,107,50000000000,0
3727,7454,7455,467,112,49999999000,0
3728,7456,7457,467,224,49999999000,0
3729,7458,7459,467,330,49999998000,0
3730,7460,7461,468,434,50000000000,0
3731,7462,7463,468,204,49999998000,0
3732,7464,7465,468,131,50000000000,0
3733,7466,7467,468,331,50000001000,0
3734,7468,7469,468,126,49999999000,0
3735,7470,7471,468,238,50000000000,0
3736,7472,7473,468,289,49999999000,0
3737,7474,7475,468,377,50000000000,0
3738,7476,7477,468,25,49999999000,0
3739,7478,7479,468,140,49999999000,0
3740,7480,7481,469,167,50000001000,0
3741,7482,7483,469,308,50000001000,0
3742,7484,7485,469,296,50000001000,0
3743,7486,7487,469,201,50000000000,0
3744,7488,7489,469,123,49999998000,0
3745,7490,7491,469,137,49999998000,0
3746,7492,7493,469,331,49999999000,0
3747,7494,7495,469,210,49999999000,0
3748,7496,7497,469,106,49999999000,0
3749,7498,7499,469,223,49999999000,0
3750,7500,7501,470,261,49999999000,0
3751,7502,7503,470,198,50000001000,0
3752,7504,7505,470,185,50000000000,0
3753,7506,7507,470,21,50000000000,0
3754,7508,7509,470,3,49999998000,0
3755,7510,7511,470,130,50000000000,0
3756,7512,7513,470,290,50000000000,0
3757,7514,7515,470,281,49999998000,0
3758,7516,7517,470,3,50000001000,0
3759,7518,7519,470,318,49999999000,0
3760,7520,7521,471,100,50000000000,0
3761,7522,7523,471,296,50000000000,0
3762,7524,7525,471,31,49999998000,0
3763,7526,7527,471,308,50000001000,0
3764,7528,7529,471,206,50000001000,0
3765,7530,7531,471,130,50000000000,0
3766,7532,7533,471,186,50000000000,0
3767,7534,7535,471,8,50000000000,0
3768,7536,7537,471,107,50000000000,0
3769,7538,7539,471,171,50000000000,0
3770,7540,7541,472,145,49999999000,0
3771,7542,7543,472,283,49999999000,0
3772,7544,7545,472,263,50000000000,0
3773,7546,7547,472,471,50000000000,0
3774,7548,7549,472,260,50000000000,0
3775,7550,7551,472,122,50000000000,0
3776,7552,7553,472,372,50000000000,0
3777,7554,7555,472,204,49999998000,0
