id,channel_id,counter_edge_id,from_node_id,to_node_id,balance,fee_base,fee_proportional,min_htlc,timelock,is_closed,tot_flows
4555,2277,4554,33,322,25000000000,3649,2,0,59,0,0
4556,2278,4557,322,165,25000000000,1114,6,0,47,0,0
4557,2278,4556,165,322,25000001000,2796,8,10,78,0,0
4558,2279,4559,322,121,24999999000,4400,1,0,86,0,0
4559,2279,4558,121,322,24999999000,3270,2,0,74,0,0
4560,2280,4561,323,171,25000000000,1187,9,0,49,0,0
4561,2280,4560,171,323,25000000000,3006,1,0,13,0,0
4562,2281,4563,323,141,25000000000,3502,3,10,41,0,0
4563,2281,4562,141,323,25000000000,4510,6,0,70,0,0
4564,2282,4565,323,320,24999999000,4327,8,0,90,0,0
4565,2282,4564,320,323,24999999000,4978,3,0,38,0,0
4566,2283,4567,323,259,25000000000,2231,9,10,44,0,0
4567,2283,4566,259,323,25000000000,4035,6,100,96,0,0
4568,2284,4569,323,174,25000000000,2954,3,0,90,0,0
4569,2284,4568,174,323,25000001000,1911,5,100,35,0,0
4570,2285,4571,323,237,24999999000,4070,9,1000,31,0,0
4571,2285,4570,237,323,25000000000,1792,2,0,87,0,0
4572,2286,4573,323,226,25000000000,1922,1,0,47,0,0
4573,2286,4572,226,323,25000001000,2195,5,0,52,0,0
4574,2287,4575,323,25,24999999000,1237,2,0,59,0,0
4575,2287,4574,25,323,24999999000,1020,5,0,94,0,0
4576,2288,4577,323,25,25000000000,2690,3,0,96,0,0
4577,2288,4576,25,323,25000000000,1235,8,0,38,0,0
4578,2289,4579,323,198,24999999000,4136,8,0,84,0,0
4579,2289,4578,198,323,25000000000,3266,1,0,90,0,0
4580,2290,4581,324,255,25000000000,4701,1,0,60,0,0
4581,2290,4580,255,324,25000000000,3865,3,0,41,0,0
4582,2291,4583,324,256,25000000000,1512,1,0,84,0,0
4583,2291,4582,256,324,25000000000,3542,2,10,47,0,0
4584,2292,4585,324,152,24999999000,1951,7,100,22,0,0
4585,2292,4584,152,324,24999999000,1698,7,0,41,0,0
4586,2293,4587,324,222,25000000000,2765,2,0,71,0,0
4587,2293,4586,222,324,25000000000,3988,2,0,61,0,0
4588,2294,4589,324,108,24999999000,2027,4,0,75,0,0
4589,2294,4588,108,324,25000000000,4996,2,0,39,0,0
4590,2295,4591,324,135,25000000000,3790,9,0,34,0,0
4591,2295,4590,135,324,25000000000,1364,1,0,48,0,0
4592,2296,4593,324,110,25000000000,4939,2,0,77,0,0
4593,2296,4592,110,324,25000001000,1972,4,10,84,0,0
4594,2297,4595,324,149,25000000000,3088,5,0,62,0,0
4595,2297,4594,149,324,25000000000,4736,1,0,75,0,0
4596,2298,4597,324,199,25000000000,1914,2,0,56,0,0
4597,2298,4596,199,324,25000000000,3247,2,0,37,0,0
4598,2299,4599,324,184,25000000000,1224,5,0,35,0,0
4599,2299,4598,184,324,25000000000,2680,4,0,22,0,0
4600,2300,4601,325,284,24999999000,1748,3,0,10,0,0
4601,2300,4600,284,325,25000000000,1433,7,0,97,0,0
4602,2301,4603,325,279,25000000000,4205,4,1000,17,0,0
4603,2301,4602,279,325,25000001000,4940,6,0,74,0,0
4604,2302,4605,325,229,24999999000,4483,4,0,36,0,0
4605,2302,4604,229,325,25000000000,2577,1,0,25,0,0
4606,2303,4607,325,143,24999999000,2152,5,10,28,0,0
4607,2303,4606,143,325,24999999000,3132,7,10,54,0,0
4608,2304,4609,325,179,25000000000,1679,2,0,12,0,0
4609,2304,4608,179,325,25000000000,4048,8,0,62,0,0
4610,2305,4611,325,279,24999999000,3196,2,0,43,0,0
4611,2305,4610,279,325,25000000000,3118,1,0,52,0,0
4612,2306,4613,325,264,25000001000,1219,5,0,76,0,0
4613,2306,4612,264,325,25000001000,4252,6,10,10,0,0
4614,2307,4615,325,32,24999999000,3408,1,0,71,0,0
4615,2307,4614,32,325,25000000000,2610,4,0,95,0,0
4616,2308,4617,325,40,24999999000,3212,8,0,76,0,0
4617,2308,4616,40,325,25000000000,2210,1,0,54,0,0
4618,2309,4619,325,288,24999999000,4397,8,100,53,0,0
4619,2309,4618,288,325,24999999000,3814,1,10,34,0,0
4620,2310,4621,326,299,24999999000,1440,6,10,22,0,0
4621,2310,4620,299,326,25000000000,2973,7,10,79,0,0
4622,2311,4623,326,107,24999999000,3255,1,0,49,0,0
4623,2311,4622,107,326,25000000000,2950,1,0,38,0,0
4624,2312,4625,326,287,25000000000,3276,5,0,60,0,0
4625,2312,4624,287,326,25000001000,1864,5,0,53,0,0
4626,2313,4627,326,274,24999998000,3197,1,0,36,0,0
4627,2313,4626,274,326,24999999000,4302,2,0,21,0,0
4628,2314,4629,326,118,24999999000,3164,8,0,95,0,0
4629,2314,4628,118,326,25000000000,3050,6,0,33,0,0
4630,2315,4631,326,222,25000000000,3852,4,100,39,0,0
4631,2315,4630,222,326,25000000000,3627,3,0,70,0,0
4632,2316,4633,326,216,24999999000,4176,8,0,49,0,0
4633,2316,4632,216,326,24999999000,4114,2,0,45,0,0
4634,2317,4635,326,190,25000000000,1825,5,0,88,0,0
4635,2317,4634,190,326,25000000000,2573,2,0,55,0,0
4636,2318,4637,326,3,24999999000,2924,5,0,11,0,0
4637,2318,4636,3,326,25000000000,3856,5,0,96,0,0
4638,2319,4639,326,216,25000000000,4604,9,10,26,0,0
4639,2319,4638,216,326,25000000000,1028,7,0,66,0,0
4640,2320,4641,327,133,25000000000,1862,4,0,35,0,0
4641,2320,4640,133,327,25000001000,1084,1,0,52,0,0
4642,2321,4643,327,210,25000000000,2536,1,10,89,0,0
4643,2321,4642,210,327,25000000000,2573,6,0,33,0,0
4644,2322,4645,327,162,24999998000,2051,3,100,38,0,0
4645,2322,4644,162,327,24999999000,4039,8,100,84,0,0
4646,2323,4647,327,230,24999999000,2089,6,0,26,0,0
4647,2323,4646,230,327,24999999000,4526,6,0,29,0,0
4648,2324,4649,327,169,25000000000,1431,3,0,92,0,0
4649,2324,4648,169,327,25000000000,4703,4,0,37,0,0
4650,2325,4651,327,212,24999999000,4916,8,0,47,0,0
4651,2325,4650,212,327,25000000000,2300,7,0,94,0,0
4652,2326,4653,327,290,24999999000,2521,8,0,97,0,0
4653,2326,4652,290,327,24999999000,2366,5,0,14,0,0
4654,2327,4655,327,210,25000000000,3988,1,10,54,0,0
4655,2327,4654,210,327,25000001000,3442,6,10,16,0,0
4656,2328,4657,327,18,24999998000,1157,3,100,53,0,0
4657,2328,4656,18,327,24999999000,1846,1,0,41,0,0
4658,2329,4659,327,103,25000000000,3984,8,0,18,0,0
4659,2329,4658,103,327,25000001000,3717,3,0,15,0,0
4660,2330,4661,328,130,24999999000,2752,2,10,71,0,0
4661,2330,4660,130,328,25000000000,1816,2,10,11,0,0
4662,2331,4663,328,1,24999999000,1121,4,0,46,0,0
4663,2331,4662,1,328,25000000000,1961,3,10,42,0,0
4664,2332,4665,328,256,24999999000,3240,5,10,85,0,0
4665,2332,4664,256,328,25000000000,2829,2,0,24,0,0
4666,2333,4667,328,110,25000000000,3874,3,0,18,0,0
4667,2333,4666,110,328,25000000000,3612,6,0,71,0,0
4668,2334,4669,328,119,24999999000,2959,3,0,10,0,0
4669,2334,4668,119,328,24999999000,1713,7,0,14,0,0
4670,2335,4671,328,224,25000001000,2188,2,0,57,0,0
4671,2335,4670,224,328,25000001000,1562,5,0,85,0,0
4672,2336,4673,328,302,25000000000,2953,9,0,44,0,0
4673,2336,4672,302,328,25000000000,2515,7,0,15,0,0
4674,2337,4675,328,139,24999998000,4656,4,0,17,0,0
4675,2337,4674,139,328,24999999000,4825,5,0,95,0,0
4676,2338,4677,328,235,25000000000,2033,8,0,13,0,0
4677,2338,4676,235,328,25000000000,2958,8,0,51,0,0
4678,2339,4679,328,118,25000000000,3578,1,0,22,0,0
4679,2339,4678,118,328,25000000000,3228,9,100,49,0,0
4680,2340,4681,329,118,25000000000,3020,4,1000,65,0,0
4681,2340,4680,118,329,25000001000,4634,9,0,79,0,0
4682,2341,4683,329,15,25000000000,4448,7,10,22,0,0
4683,2341,4682,15,329,25000001000,4217,5,0,51,0,0
4684,2342,4685,329,279,24999999000,4049,3,10,10,0,0
4685,2342,4684,279,329,24999999000,1580,2,100,38,0,0
4686,2343,4687,329,215,25000001000,3083,3,0,62,0,0
4687,2343,4686,215,329,25000001000,2408,8,0,40,0,0
4688,2344,4689,329,254,25000000000,1458,1,100,66,0,0
4689,2344,4688,254,329,25000001000,1424,9,0,30,0,0
4690,2345,4691,329,269,24999999000,2348,3,10,47,0,0
4691,2345,4690,269,329,25000000000,2029,5,0,72,0,0
4692,2346,4693,329,107,25000000000,4276,3,0,49,0,0
4693,2346,4692,107,329,25000001000,4274,5,100,36,0,0
4694,2347,4695,329,137,24999999000,2969,7,0,94,0,0
4695,2347,4694,137,329,25000000000,3705,3,0,72,0,0
4696,2348,4697,329,31,24999999000,4839,7,0,16,0,0
4697,2348,4696,31,329,25000000000,4002,7,0,17,0,0
4698,2349,4699,329,174,24999999000,4503,9,0,23,0,0
4699,2349,4698,174,329,25000000000,4285,2,1000,68,0,0
4700,2350,4701,330,107,25000000000,4002,8,0,57,0,0
4701,2350,4700,107,330,25000000000,2400,1,0,86,0,0
4702,2351,4703,330,105,24999998000,1750,2,100,80,0,0
4703,2351,4702,105,330,24999999000,2470,5,10,85,0,0
4704,2352,4705,330,258,24999999000,1742,5,0,63,0,0
4705,2352,4704,258,330,25000000000,1872,9,0,92,0,0
4706,2353,4707,330,293,24999999000,1257,2,10,51,0,0
4707,2353,4706,293,330,25000000000,4154,7,10,55,0,0
4708,2354,4709,330,299,25000000000,3741,3,0,55,0,0
4709,2354,4708,299,330,25000001000,2978,1,0,81,0,0
4710,2355,4711,330,175,25000000000,3126,9,10,17,0,0
4711,2355,4710,175,330,25000000000,2628,1,0,56,0,0
4712,2356,4713,330,122,25000000000,3340,1,0,34,0,0
4713,2356,4712,122,330,25000001000,2225,1,0,89,0,0
4714,2357,4715,330,320,24999999000,4877,5,0,11,0,0
4715,2357,4714,320,330,25000000000,2523,4,10,60,0,0
4716,2358,4717,330,110,25000000000,1188,8,0,61,0,0
4717,2358,4716,110,330,25000000000,1466,6,0,12,0,0
4718,2359,4719,330,147,24999999000,4479,9,0,57,0,0
4719,2359,4718,147,330,25000000000,1658,7,0,25,0,0
4720,2360,4721,331,9,25000000000,2097,9,0,10,0,0
4721,2360,4720,9,331,25000000000,4826,6,0,51,0,0
4722,2361,4723,331,315,25000000000,4073,2,0,62,0,0
4723,2361,4722,315,331,25000001000,1984,5,0,59,0,0
4724,2362,4725,331,24,25000000000,1902,4,10,94,0,0
4725,2362,4724,24,331,25000000000,2654,7,0,24,0,0
4726,2363,4727,331,136,24999998000,2389,4,0,51,0,0
4727,2363,4726,136,331,24999999000,1238,9,0,54,0,0
4728,2364,4729,331,305,24999999000,4284,4,0,32,0,0
4729,2364,4728,305,331,25000000000,2416,5,0,53,0,0
4730,2365,4731,331,220,25000000000,3076,7,0,48,0,0
4731,2365,4730,220,331,25000000000,3021,3,0,17,0,0
4732,2366,4733,331,318,25000000000,3053,5,0,39,0,0
4733,2366,4732,318,331,25000000000,3067,3,0,95,0,0
4734,2367,4735,331,260,25000000000,4261,7,100,52,0,0
4735,2367,4734,260,331,25000000000,2127,4,0,98,0,0
4736,2368,4737,331,162,24999999000,4006,6,0,65,0,0
4737,2368,4736,162,331,24999999000,3091,2,0,42,0,0
4738,2369,4739,331,121,24999999000,3905,4,0,37,0,0
4739,2369,4738,121,331,25000000000,2446,5,0,99,0,0
4740,2370,4741,332,100,25000000000,4109,3,100,28,0,0
4741,2370,4740,100,332,25000000000,4220,6,0,71,0,0
4742,2371,4743,332,132,24999999000,2501,3,0,61,0,0
4743,2371,4742,132,332,24999999000,2562,4,0,90,0,0
4744,2372,4745,332,307,24999999000,4255,5,10,91,0,0
4745,2372,4744,307,332,25000000000,3850,1,1000,29,0,0
4746,2373,4747,332,7,25000000000,1321,7,10,41,0,0
4747,2373,4746,7,332,25000000000,3720,5,0,58,0,0
4748,2374,4749,332,163,24999999000,1320,4,0,31,0,0
4749,2374,4748,163,332,24999999000,3185,5,10,32,0,0
4750,2375,4751,332,109,25000000000,4940,1,0,51,0,0
4751,2375,4750,109,332,25000000000,3108,8,0,21,0,0
4752,2376,4753,332,128,25000000000,2641,6,0,29,0,0
4753,2376,4752,128,332,25000000000,3562,1,0,44,0,0
4754,2377,4755,332,259,24999999000,1982,3,0,29,0,0
4755,2377,4754,259,332,24999999000,4082,2,10,65,0,0
4756,2378,4757,332,212,24999999000,3086,7,0,82,0,0
4757,2378,4756,212,332,24999999000,4858,8,10,60,0,0
4758,2379,4759,332,328,24999999000,2234,7,0,59,0,0
4759,2379,4758,328,332,25000000000,2361,3,0,42,0,0
4760,2380,4761,333,288,24999999000,2615,3,0,78,0,0
4761,2380,4760,288,333,25000000000,2288,1,0,37,0,0
4762,2381,4763,333,300,24999999000,3396,7,0,89,0,0
4763,2381,4762,300,333,25000000000,1289,7,0,87,0,0
4764,2382,4765,333,263,25000000000,1551,3,0,39,0,0
4765,2382,4764,263,333,25000000000,2894,1,0,64,0,0
4766,2383,4767,333,19,24999999000,2400,6,0,82,0,0
4767,2383,4766,19,333,25000000000,3093,5,0,74,0,0
4768,2384,4769,333,112,25000000000,2047,4,10,75,0,0
4769,2384,4768,112,333,25000000000,4206,5,0,50,0,0
4770,2385,4771,333,22,25000000000,2696,4,10,21,0,0
4771,2385,4770,22,333,25000001000,1157,3,0,36,0,0
4772,2386,4773,333,13,25000000000,2182,8,0,14,0,0
4773,2386,4772,13,333,25000001000,2561,6,1000,29,0,0
4774,2387,4775,333,128,24999999000,1362,2,0,15,0,0
4775,2387,4774,128,333,25000000000,3339,6,0,67,0,0
4776,2388,4777,333,39,24999999000,4793,1,0,34,0,0
4777,2388,4776,39,333,25000000000,3249,7,10,81,0,0
4778,2389,4779,333,36,25000000000,1754,2,10,34,0,0
4779,2389,4778,36,333,25000000000,1838,6,0,47,0,0
4780,2390,4781,334,143,25000001000,4926,9,0,33,0,0
4781,2390,4780,143,334,25000001000,3885,8,10,93,0,0
4782,2391,4783,334,21,25000000000,4268,2,0,19,0,0
4783,2391,4782,21,334,25000001000,2139,3,0,45,0,0
4784,2392,4785,334,148,24999999000,4078,1,0,68,0,0
4785,2392,4784,148,334,24999999000,1500,2,10,72,0,0
4786,2393,4787,334,162,24999999000,2701,9,0,82,0,0
4787,2393,4786,162,334,24999999000,4798,9,0,35,0,0
4788,2394,4789,334,170,25000000000,2900,7,0,25,0,0
4789,2394,4788,170,334,25000000000,1157,7,10,71,0,0
4790,2395,4791,334,201,25000000000,2282,7,10,70,0,0
4791,2395,4790,201,334,25000000000,1778,5,0,32,0,0
4792,2396,4793,334,100,24999999000,2215,3,0,80,0,0
4793,2396,4792,100,334,25000000000,4431,7,0,38,0,0
4794,2397,4795,334,165,24999999000,4255,5,10,12,0,0
4795,2397,4794,165,334,24999999000,4820,1,1000,63,0,0
4796,2398,4797,334,265,25000000000,4371,3,0,25,0,0
4797,2398,4796,265,334,25000000000,3576,9,0,40,0,0
4798,2399,4799,334,21,24999999000,4838,7,0,74,0,0
4799,2399,4798,21,334,25000000000,2981,5,0,61,0,0
4800,2400,4801,335,286,24999999000,1824,8,10,55,0,0
4801,2400,4800,286,335,25000000000,1083,4,0,11,0,0
4802,2401,4803,335,254,24999999000,3776,7,0,61,0,0
4803,2401,4802,254,335,24999999000,2802,5,0,63,0,0
4804,2402,4805,335,1,24999999000,4658,7,1000,44,0,0
4805,2402,4804,1,335,25000000000,4590,8,1000,99,0,0
4806,2403,4807,335,220,24999999000,4345,8,0,24,0,0
4807,2403,4806,220,335,25000000000,3733,2,0,64,0,0
4808,2404,4809,335,197,24999999000,3955,8,0,64,0,0
4809,2404,4808,197,335,25000000000,3189,1,0,40,0,0
4810,2405,4811,335,31,24999999000,4950,7,100,70,0,0
4811,2405,4810,31,335,25000000000,1941,5,0,10,0,0
4812,2406,4813,335,127,25000000000,1090,9,10,92,0,0
4813,2406,4812,127,335,25000000000,3923,8,0,92,0,0
4814,2407,4815,335,177,25000000000,3868,5,0,30,0,0
4815,2407,4814,177,335,25000000000,4180,8,0,68,0,0
4816,2408,4817,335,129,25000000000,3219,4,0,58,0,0
4817,2408,4816,129,335,25000000000,2908,9,0,83,0,0
4818,2409,4819,335,331,25000000000,2900,9,0,98,0,0
4819,2409,4818,331,335,25000000000,3259,4,0,77,0,0
4820,2410,4821,336,149,24999999000,2041,9,0,84,0,0
4821,2410,4820,149,336,25000000000,3257,7,100,24,0,0
4822,2411,4823,336,40,25000000000,4215,8,0,14,0,0
4823,2411,4822,40,336,25000000000,1354,6,10,80,0,0
4824,2412,4825,336,320,24999999000,3076,4,1000,68,0,0
4825,2412,4824,320,336,25000000000,3486,7,0,80,0,0
4826,2413,4827,336,40,25000000000,1885,2,10,87,0,0
4827,2413,4826,40,336,25000001000,4891,2,0,85,0,0
4828,2414,4829,336,273,25000000000,4495,4,0,18,0,0
4829,2414,4828,273,336,25000001000,3136,3,0,56,0,0
4830,2415,4831,336,21,24999998000,3846,9,0,14,0,0
4831,2415,4830,21,336,24999999000,3436,5,10,57,0,0
4832,2416,4833,336,30,24999999000,4091,3,0,45,0,0
4833,2416,4832,30,336,25000000000,1424,3,0,48,0,0
4834,2417,4835,336,123,25000000000,4097,3,0,54,0,0
4835,2417,4834,123,336,25000001000,4862,8,10,26,0,0
4836,2418,4837,336,268,24999999000,4343,6,0,45,0,0
4837,2418,4836,268,336,25000000000,3230,5,10,70,0,0
4838,2419,4839,336,110,25000000000,4877,1,0,40,0,0
4839,2419,4838,110,336,25000000000,2026,7,10,49,0,0
4840,2420,4841,337,164,24999999000,4288,8,0,23,0,0
4841,2420,4840,164,337,25000000000,3323,1,10,94,0,0
4842,2421,4843,337,322,24999999000,1659,3,10,18,0,0
4843,2421,4842,322,337,24999999000,2696,9,0,73,0,0
4844,2422,4845,337,171,24999999000,4769,9,0,72,0,0
4845,2422,4844,171,337,25000000000,1143,6,0,88,0,0
4846,2423,4847,337,331,24999999000,3496,8,1000,45,0,0
4847,2423,4846,331,337,24999999000,4739,9,0,41,0,0
4848,2424,4849,337,107,24999999000,2573,4,10,10,0,0
4849,2424,4848,107,337,24999999000,1400,9,10,61,0,0
4850,2425,4851,337,158,24999999000,1041,7,0,40,0,0
4851,2425,4850,158,337,24999999000,4406,6,0,90,0,0
4852,2426,4853,337,193,24999999000,1072,8,10,45,0,0
4853,2426,4852,193,337,24999999000,3541,2,10,54,0,0
4854,2427,4855,337,39,25000000000,2681,1,1000,99,0,0
4855,2427,4854,39,337,25000000000,1151,8,10,64,0,0
4856,2428,4857,337,149,24999999000,3791,5,100,81,0,0
4857,2428,4856,149,337,25000000000,1588,3,0,52,0,0
4858,2429,4859,337,307,24999999000,4240,9,10,73,0,0
4859,2429,4858,307,337,25000000000,2571,3,10,52,0,0
4860,2430,4861,338,321,25000000000,2178,6,0,94,0,0
4861,2430,4860,321,338,25000000000,4993,4,0,49,0,0
4862,2431,4863,338,197,25000000000,3041,7,0,34,0,0
4863,2431,4862,197,338,25000001000,4911,9,0,72,0,0
4864,2432,4865,338,309,25000000000,3852,7,0,15,0,0
4865,2432,4864,309,338,25000000000,2170,9,10,99,0,0
4866,2433,4867,338,25,24999999000,3129,7,10,65,0,0
4867,2433,4866,25,338,25000000000,2034,4,100,14,0,0
4868,2434,4869,338,264,24999999000,1509,4,1000,19,0,0
4869,2434,4868,264,338,25000000000,3589,9,0,39,0,0
4870,2435,4871,338,235,24999999000,1224,7,0,59,0,0
4871,2435,4870,235,338,25000000000,2629,6,10,96,0,0
4872,2436,4873,338,189,25000000000,2783,9,0,30,0,0
4873,2436,4872,189,338,25000001000,1789,4,0,56,0,0
4874,2437,4875,338,153,25000000000,3920,7,0,27,0,0
4875,2437,4874,153,338,25000000000,4907,5,1000,51,0,0
4876,2438,4877,338,246,24999999000,4682,6,1000,65,0,0
4877,2438,4876,246,338,24999999000,1840,1,0,50,0,0
4878,2439,4879,338,146,25000000000,1919,9,10,19,0,0
4879,2439,4878,146,338,25000000000,4664,9,0,80,0,0
4880,2440,4881,339,246,24999999000,2439,5,0,13,0,0
4881,2440,4880,246,339,24999999000,2366,5,10,11,0,0
4882,2441,4883,339,243,24999999000,1203,9,0,64,0,0
4883,2441,4882,243,339,24999999000,2690,8,0,73,0,0
4884,2442,4885,339,40,25000000000,2073,4,0,66,0,0
4885,2442,4884,40,339,25000000000,2419,8,0,22,0,0
4886,2443,4887,339,177,24999999000,3038,8,0,23,0,0
4887,2443,4886,177,339,24999999000,4722,5,0,87,0,0
4888,2444,4889,339,107,25000000000,4542,2,0,39,0,0
4889,2444,4888,107,339,25000000000,1357,9,0,74,0,0
4890,2445,4891,339,139,24999999000,3752,7,0,45,0,0
4891,2445,4890,139,339,25000000000,3653,7,10,78,0,0
4892,2446,4893,339,232,24999999000,1404,9,0,99,0,0
4893,2446,4892,232,339,25000000000,2168,9,10,49,0,0
4894,2447,4895,339,127,25000000000,1060,1,10,10,0,0
4895,2447,4894,127,339,25000001000,3972,5,0,39,0,0
4896,2448,4897,339,178,25000000000,3521,9,100,29,0,0
4897,2448,4896,178,339,25000001000,1153,6,0,68,0,0
4898,2449,4899,339,291,24999999000,1790,7,0,89,0,0
4899,2449,4898,291,339,25000000000,1288,8,0,26,0,0
4900,2450,4901,340,220,24999999000,2502,2,0,73,0,0
4901,2450,4900,220,340,25000000000,3248,7,0,88,0,0
4902,2451,4903,340,8,24999999000,4832,7,0,56,0,0
4903,2451,4902,8,340,24999999000,4845,2,0,48,0,0
4904,2452,4905,340,224,24999999000,2960,9,0,90,0,0
4905,2452,4904,224,340,25000000000,2106,4,10,20,0,0
4906,2453,4907,340,4,24999999000,1019,1,0,16,0,0
4907,2453,4906,4,340,24999999000,1598,4,100,93,0,0
4908,2454,4909,340,211,25000000000,2383,9,100,80,0,0
4909,2454,4908,211,340,25000001000,3585,8,10,26,0,0
4910,2455,4911,340,307,24999999000,2573,2,0,61,0,0
4911,2455,4910,307,340,24999999000,2003,3,0,35,0,0
4912,2456,4913,340,242,25000000000,3764,2,0,45,0,0
4913,2456,4912,242,340,25000001000,1431,8,0,61,0,0
4914,2457,4915,340,177,25000000000,2389,1,10,72,0,0
4915,2457,4914,177,340,25000000000,2930,9,0,36,0,0
4916,2458,4917,340,230,25000000000,2982,7,0,26,0,0
4917,2458,4916,230,340,25000000000,3514,8,0,97,0,0
4918,2459,4919,340,140,25000000000,2538,8,0,44,0,0
4919,2459,4918,140,340,25000000000,3369,7,0,16,0,0
4920,2460,4921,341,162,24999999000,4499,4,10,18,0,0
4921,2460,4920,162,341,24999999000,1311,8,0,35,0,0
4922,2461,4923,341,21,24999999000,2450,2,0,37,0,0
4923,2461,4922,21,341,24999999000,2822,1,0,64,0,0
4924,2462,4925,341,25,24999999000,2800,4,0,91,0,0
4925,2462,4924,25,341,25000000000,2065,9,0,68,0,0
4926,2463,4927,341,204,24999999000,3513,4,1000,53,0,0
4927,2463,4926,204,341,24999999000,4137,8,0,10,0,0
4928,2464,4929,341,260,24999998000,3863,2,0,72,0,0
4929,2464,4928,260,341,24999999000,2478,7,0,17,0,0
4930,2465,4931,341,249,24999999000,1549,5,0,47,0,0
4931,2465,4930,249,341,25000000000,2600,8,1000,79,0,0
4932,2466,4933,341,43,25000000000,1585,1,10,66,0,0
4933,2466,4932,43,341,25000000000,3440,5,1000,78,0,0
4934,2467,4935,341,109,24999999000,1541,6,0,15,0,0
4935,2467,4934,109,341,25000000000,2346,9,10,25,0,0
4936,2468,4937,341,222,25000000000,1816,2,0,27,0,0
4937,2468,4936,222,341,25000000000,3615,4,10,71,0,0
4938,2469,4939,341,159,24999999000,1671,3,1000,47,0,0
4939,2469,4938,159,341,25000000000,4264,2,0,30,0,0
4940,2470,4941,342,109,25000000000,2652,3,10,10,0,0
4941,2470,4940,109,342,25000001000,1980,4,0,10,0,0
4942,2471,4943,342,202,25000001000,4853,1,0,17,0,0
4943,2471,4942,202,342,25000001000,2343,3,10,22,0,0
4944,2472,4945,342,149,24999999000,1155,3,0,82,0,0
4945,2472,4944,149,342,25000000000,2814,6,0,62,0,0
4946,2473,4947,342,179,25000000000,2855,9,10,46,0,0
4947,2473,4946,179,342,25000000000,3465,9,0,82,0,0
4948,2474,4949,342,308,24999999000,1055,9,0,50,0,0
4949,2474,4948,308,342,25000000000,3558,4,0,29,0,0
4950,2475,4951,342,130,24999999000,4437,5,0,79,0,0
4951,2475,4950,130,342,25000000000,2104,7,0,27,0,0
4952,2476,4953,342,302,24999999000,4750,1,0,39,0,0
4953,2476,4952,302,342,25000000000,2672,5,0,55,0,0
4954,2477,4955,342,19,25000000000,1182,1,0,20,0,0
4955,2477,4954,19,342,25000001000,2245,2,1000,60,0,0
4956,2478,4957,342,121,24999999000,2222,2,100,25,0,0
4957,2478,4956,121,342,25000000000,2371,6,10,68,0,0
4958,2479,4959,342,113,25000000000,1230,1,0,49,0,0
4959,2479,4958,113,342,25000000000,3607,2,0,18,0,0
4960,2480,4961,343,203,24999999000,4883,1,0,63,0,0
4961,2480,4960,203,343,25000000000,3922,5,0,43,0,0
4962,2481,4963,343,303,25000000000,2471,5,0,77,0,0
4963,2481,4962,303,343,25000000000,3949,8,0,72,0,0
4964,2482,4965,343,143,25000000000,1138,6,0,96,0,0
4965,2482,4964,143,343,25000001000,3932,8,0,11,0,0
4966,2483,4967,343,315,25000000000,3931,2,0,90,0,0
4967,2483,4966,315,343,25000000000,3549,9,0,70,0,0
4968,2484,4969,343,173,25000000000,4110,2,10,47,0,0
4969,2484,4968,173,343,25000000000,4498,5,10,92,0,0
4970,2485,4971,343,173,24999999000,1264,3,10,69,0,0
4971,2485,4970,173,343,24999999000,4415,4,0,87,0,0
4972,2486,4973,343,112,24999999000,3614,4,0,99,0,0
4973,2486,4972,112,343,25000000000,4060,5,0,57,0,0
4974,2487,4975,343,255,24999999000,2088,3,0,38,0,0
4975,2487,4974,255,343,25000000000,1764,3,0,85,0,0
4976,2488,4977,343,250,24999999000,1462,9,10,50,0,0
4977,2488,4976,250,343,24999999000,1426,7,0,28,0,0
4978,2489,4979,343,101,24999999000,3848,2,0,55,0,0
4979,2489,4978,101,343,25000000000,3210,7,0,62,0,0
4980,2490,4981,344,241,25000000000,3705,4,0,62,0,0
4981,2490,4980,241,344,25000000000,1748,2,0,62,0,0
4982,2491,4983,344,185,24999999000,2294,4,0,13,0,0
4983,2491,4982,185,344,25000000000,1110,4,0,69,0,0
4984,2492,4985,344,332,25000000000,3335,6,1000,26,0,0
4985,2492,4984,332,344,25000000000,2205,4,0,11,0,0
4986,2493,4987,344,337,25000000000,4927,9,10,45,0,0
4987,2493,4986,337,344,25000000000,2484,1,10,92,0,0
4988,2494,4989,344,120,25000000000,1636,1,0,18,0,0
4989,2494,4988,120,344,25000000000,2965,5,10,29,0,0
4990,2495,4991,344,109,25000000000,2242,5,0,74,0,0
4991,2495,4990,109,344,25000000000,2717,9,10,58,0,0
4992,2496,4993,344,172,24999999000,4234,6,0,86,0,0
4993,2496,4992,172,344,25000000000,3226,7,10,27,0,0
4994,2497,4995,344,132,25000000000,2824,4,0,69,0,0
4995,2497,4994,132,344,25000000000,1198,4,0,14,0,0
4996,2498,4997,344,18,25000000000,1887,1,0,37,0,0
4997,2498,4996,18,344,25000000000,3758,4,0,58,0,0
4998,2499,4999,344,179,24999999000,1525,8,0,92,0,0
4999,2499,4998,179,344,25000000000,4049,5,0,45,0,0
5000,2500,5001,345,303,25000000000,2381,3,1000,21,0,0
5001,2500,5000,303,345,25000001000,2603,2,0,80,0,0
5002,2501,5003,345,329,24999999000,1852,4,0,78,0,0
