id,channel_id,counter_edge_id,from_node_id,to_node_id,balance,fee_base,fee_proportional,min_htlc,timelock
12188,6094,12189,704,176,24999999000,2837,5,0,24
12189,6094,12188,176,704,25000000000,2537,4,0,25
12190,6095,12191,704,164,25000000000,3609,5,0,68
12191,6095,12190,164,704,25000000000,1119,2,0,63
12192,6096,12193,704,144,25000000000,1727,9,0,34
12193,6096,12192,144,704,25000000000,4796,4,0,91
12194,6097,12195,704,524,25000000000,2900,9,0,93
12195,6097,12194,524,704,25000000000,4365,8,0,77
12196,6098,12197,704,232,25000000000,2942,8,0,13
12197,6098,12196,232,704,25000000000,4832,6,0,25
12198,6099,12199,704,204,25000000000,3833,8,0,18
12199,6099,12198,204,704,25000000000,1103,5,0,80
12200,6100,12201,705,332,24999999000,1687,4,0,57
12201,6100,12200,332,705,24999999000,3930,6,0,28
12202,6101,12203,705,596,25000000000,1635,4,0,95
12203,6101,12202,596,705,25000001000,2582,5,0,10
12204,6102,12205,705,641,24999999000,1069,3,10,53
12205,6102,12204,641,705,25000000000,1555,6,10,41
12206,6103,12207,705,358,24999999000,1643,4,0,51
12207,6103,12206,358,705,25000000000,1434,9,0,75
12208,6104,12209,705,198,24999999000,3810,8,0,83
12209,6104,12208,198,705,24999999000,4438,8,10,12
12210,6105,12211,705,124,25000000000,3762,3,0,56
12211,6105,12210,124,705,25000000000,3816,1,0,83
12212,6106,12213,705,193,25000000000,1495,3,0,28
12213,6106,12212,193,705,25000000000,3833,1,10,71
12214,6107,12215,705,658,25000000000,1846,1,0,15
12215,6107,12214,658,705,25000000000,1673,6,0,10
12216,6108,12217,705,2,24999999000,2617,5,0,14
12217,6108,12216,2,705,25000000000,2441,4,0,16
12218,6109,12219,705,701,24999999000,1034,4,10,93
12219,6109,12218,701,705,25000000000,4380,9,0,85
12220,6110,12221,706,185,24999999000,2307,2,10,45
12221,6110,12220,185,706,25000000000,4483,6,0,55
12222,6111,12223,706,245,25000000000,4148,9,0,77
12223,6111,12222,245,706,25000000000,2250,3,0,12
12224,6112,12225,706,399,24999999000,2375,7,10,85
12225,6112,12224,399,706,25000000000,2001,6,0,95
12226,6113,12227,706,204,25000000000,1470,6,10,22
12227,6113,12226,204,706,25000001000,1764,3,0,94
12228,6114,12229,706,560,24999999000,4784,9,0,22
12229,6114,12228,560,706,24999999000,1568,2,0,30
12230,6115,12231,706,655,24999999000,3291,9,0,79
12231,6115,12230,655,706,24999999000,4729,9,0,31
12232,6116,12233,706,420,25000000000,4839,8,0,63
12233,6116,12232,420,706,25000000000,3970,6,10,99
12234,6117,12235,706,489,24999999000,2358,5,0,24
12235,6117,12234,489,706,24999999000,1424,8,0,72
12236,6118,12237,706,349,25000000000,2141,6,10,20
12237,6118,12236,349,706,25000000000,3830,1,100,29
12238,6119,12239,706,131,24999999000,4399,1,0,48
12239,6119,12238,131,706,25000000000,4669,8,0,96
12240,6120,12241,707,365,25000000000,2593,9,0,35
12241,6120,12240,365,707,25000000000,1447,5,0,96
12242,6121,12243,707,520,24999999000,2787,6,0,88
12243,6121,12242,520,707,25000000000,1135,7,0,22
12244,6122,12245,707,466,25000000000,1267,9,10,43
12245,6122,12244,466,707,25000000000,2632,4,10,31
12246,6123,12247,707,2,25000000000,4650,3,1000,57
12247,6123,12246,2,707,25000000000,4813,8,0,10
12248,6124,12249,707,202,25000000000,1654,2,0,74
12249,6124,12248,202,707,25000000000,4367,1,0,18
12250,6125,12251,707,662,24999999000,1410,9,10,17
12251,6125,12250,662,707,25000000000,2039,2,0,18
12252,6126,12253,707,236,25000000000,3016,1,0,18
12253,6126,12252,236,707,25000000000,2493,3,0,85
12254,6127,12255,707,580,24999999000,4971,4,0,83
12255,6127,12254,580,707,25000000000,2924,1,10,44
12256,6128,12257,707,328,25000000000,1866,8,0,27
12257,6128,12256,328,707,25000000000,4019,7,0,86
12258,6129,12259,707,665,25000000000,1360,8,0,27
12259,6129,12258,665,707,25000000000,3425,8,0,71
12260,6130,12261,708,471,24999999000,4607,9,100,95
12261,6130,12260,471,708,25000000000,1619,7,0,74
12262,6131,12263,708,118,24999999000,2520,5,0,21
12263,6131,12262,118,708,24999999000,2650,3,0,10
12264,6132,12265,708,8,24999999000,3469,7,0,64
12265,6132,12264,8,708,25000000000,4021,9,0,82
12266,6133,12267,708,271,24999999000,1586,7,0,33
12267,6133,12266,271,708,25000000000,2142,9,0,94
12268,6134,12269,708,197,25000000000,3048,2,0,57
12269,6134,12268,197,708,25000000000,1901,4,10,56
12270,6135,12271,708,491,24999999000,2896,1,0,10
12271,6135,12270,491,708,25000000000,2625,9,0,13
12272,6136,12273,708,124,25000000000,3273,1,10,27
12273,6136,12272,124,708,25000000000,1580,6,10,83
12274,6137,12275,708,255,25000000000,4555,6,0,92
12275,6137,12274,255,708,25000000000,4267,4,10,16
12276,6138,12277,708,499,25000000000,1891,6,0,82
12277,6138,12276,499,708,25000000000,1058,5,0,82
12278,6139,12279,708,379,25000000000,1106,4,0,67
12279,6139,12278,379,708,25000001000,1066,1,0,83
12280,6140,12281,709,606,24999999000,2178,6,0,86
12281,6140,12280,606,709,25000000000,4622,9,0,19
12282,6141,12283,709,304,24999999000,2537,7,0,18
12283,6141,12282,304,709,25000000000,2376,4,10,33
12284,6142,12285,709,359,24999999000,3546,3,10,18
12285,6142,12284,359,709,25000000000,1092,3,0,10
12286,6143,12287,709,100,25000000000,2366,5,0,25
12287,6143,12286,100,709,25000000000,1591,9,10,69
12288,6144,12289,709,428,24999998000,4620,9,0,64
12289,6144,12288,428,709,24999999000,2340,4,0,86
12290,6145,12291,709,508,25000000000,1241,5,0,70
12291,6145,12290,508,709,25000000000,3568,8,0,72
12292,6146,12293,709,584,24999999000,1484,3,10,89
12293,6146,12292,584,709,25000000000,3601,6,10,12
12294,6147,12295,709,617,24999999000,3445,5,0,74
12295,6147,12294,617,709,25000000000,2308,6,10,42
12296,6148,12297,709,462,24999999000,3557,2,0,25
12297,6148,12296,462,709,25000000000,1071,8,100,36
12298,6149,12299,709,193,24999999000,4647,9,10,47
12299,6149,12298,193,709,25000000000,2062,6,10,44
12300,6150,12301,710,113,25000000000,2499,3,1000,20
12301,6150,12300,113,710,25000001000,4867,6,10,30
12302,6151,12303,710,183,25000000000,4345,3,0,97
12303,6151,12302,183,710,25000000000,4491,8,0,12
12304,6152,12305,710,263,25000000000,4319,6,1000,89
12305,6152,12304,263,710,25000000000,1361,1,0,29
12306,6153,12307,710,296,25000000000,1549,3,0,61
12307,6153,12306,296,710,25000000000,3836,6,0,95
12308,6154,12309,710,3,25000000000,4442,4,0,77
12309,6154,12308,3,710,25000000000,2765,6,0,52
12310,6155,12311,710,431,25000000000,1447,4,0,14
12311,6155,12310,431,710,25000001000,3926,5,0,34
12312,6156,12313,710,172,25000000000,4177,7,10,43
12313,6156,12312,172,710,25000001000,3094,7,0,70
12314,6157,12315,710,672,24999999000,4901,3,1000,17
12315,6157,12314,672,710,25000000000,2991,5,1000,98
12316,6158,12317,710,155,24999999000,3223,3,0,11
12317,6158,12316,155,710,25000000000,1794,3,10,92
12318,6159,12319,710,330,25000000000,4463,2,0,47
12319,6159,12318,330,710,25000001000,2774,7,10,67
12320,6160,12321,711,249,24999999000,2494,3,0,19
12321,6160,12320,249,711,25000000000,3863,8,10,72
12322,6161,12323,711,575,24999999000,4582,6,0,39
12323,6161,12322,575,711,25000000000,3286,3,0,22
12324,6162,12325,711,259,24999999000,3569,9,10,59
12325,6162,12324,259,711,25000000000,4129,4,0,28
12326,6163,12327,711,472,24999999000,2661,5,0,21
12327,6163,12326,472,711,25000000000,3231,2,0,27
12328,6164,12329,711,304,25000000000,3183,3,0,20
12329,6164,12328,304,711,25000000000,3904,7,0,16
12330,6165,12331,711,178,24999998000,4581,6,1000,52
12331,6165,12330,178,711,24999998000,4404,4,0,37
12332,6166,12333,711,10,24999999000,1600,9,0,33
12333,6166,12332,10,711,24999999000,3936,3,0,90
12334,6167,12335,711,498,25000000000,3374,2,1000,75
12335,6167,12334,498,711,25000001000,1474,5,10,36
12336,6168,12337,711,636,24999998000,1465,1,10,58
12337,6168,12336,636,711,24999998000,2697,2,10,69
12338,6169,12339,711,425,25000000000,1755,4,0,73
12339,6169,12338,425,711,25000001000,1617,9,0,52
12340,6170,12341,712,668,25000000000,3409,7,0,75
12341,6170,12340,668,712,25000000000,1544,9,10,36
12342,6171,12343,712,331,24999999000,2961,5,0,91
12343,6171,12342,331,712,24999999000,3401,2,0,68
12344,6172,12345,712,175,25000000000,4596,6,10,58
12345,6172,12344,175,712,25000000000,4816,8,10,70
12346,6173,12347,712,188,24999999000,1735,4,0,85
12347,6173,12346,188,712,24999999000,2000,1,100,86
12348,6174,12349,712,649,24999999000,3687,9,10,62
12349,6174,12348,649,712,25000000000,3890,9,0,98
12350,6175,12351,712,106,24999999000,1944,7,100,60
12351,6175,12350,106,712,24999999000,2119,5,0,17
12352,6176,12353,712,120,24999999000,2885,7,0,64
12353,6176,12352,120,712,25000000000,2402,8,0,56
12354,6177,12355,712,132,25000000000,4001,7,0,14
12355,6177,12354,132,712,25000001000,1253,8,0,38
12356,6178,12357,712,416,24999999000,1297,5,0,55
12357,6178,12356,416,712,25000000000,3164,6,0,88
12358,6179,12359,712,307,24999999000,3499,6,0,47
12359,6179,12358,307,712,25000000000,4048,1,0,43
12360,6180,12361,713,31,25000000000,1662,2,0,42
12361,6180,12360,31,713,25000000000,4262,9,10,90
12362,6181,12363,713,112,25000000000,1257,7,0,40
12363,6181,12362,112,713,25000000000,1057,2,0,12
12364,6182,12365,713,436,25000000000,3296,1,0,51
12365,6182,12364,436,713,25000000000,3892,3,0,42
12366,6183,12367,713,347,25000000000,2841,3,0,38
12367,6183,12366,347,713,25000000000,4462,7,0,66
12368,6184,12369,713,626,24999999000,4857,3,0,58
12369,6184,12368,626,713,25000000000,4016,1,0,67
12370,6185,12371,713,102,24999999000,1660,1,10,37
12371,6185,12370,102,713,25000000000,2147,9,0,57
12372,6186,12373,713,231,25000000000,4486,3,0,49
12373,6186,12372,231,713,25000001000,1490,4,10,64
12374,6187,12375,713,410,25000000000,4461,4,0,40
12375,6187,12374,410,713,25000001000,4099,4,10,39
12376,6188,12377,713,692,24999999000,1965,4,10,55
12377,6188,12376,692,713,25000000000,4329,7,10,87
12378,6189,12379,713,580,24999999000,2789,8,100,21
12379,6189,12378,580,713,24999999000,1911,2,0,14
12380,6190,12381,714,25,25000000000,3425,6,0,26
12381,6190,12380,25,714,25000000000,2048,7,10,27
12382,6191,12383,714,190,25000000000,1278,4,10,27
12383,6191,12382,190,714,25000001000,3631,4,0,61
12384,6192,12385,714,317,25000000000,3254,8,0,25
12385,6192,12384,317,714,25000001000,3814,5,0,41
12386,6193,12387,714,387,25000000000,2357,9,10,73
12387,6193,12386,387,714,25000000000,1622,3,0,73
12388,6194,12389,714,238,24999999000,2799,5,0,48
12389,6194,12388,238,714,24999999000,2647,2,0,78
12390,6195,12391,714,251,24999999000,3065,3,0,85
12391,6195,12390,251,714,24999999000,1639,7,0,84
12392,6196,12393,714,119,25000000000,3834,5,0,48
12393,6196,12392,119,714,25000000000,2802,7,10,51
12394,6197,12395,714,124,25000000000,2881,7,0,77
12395,6197,12394,124,714,25000001000,4380,1,0,75
12396,6198,12397,714,234,25000000000,1234,2,10,43
12397,6198,12396,234,714,25000000000,2805,1,10,96
12398,6199,12399,714,111,25000000000,2048,5,0,30
12399,6199,12398,111,714,25000000000,2627,6,0,55
12400,6200,12401,715,461,25000000000,3895,9,0,86
12401,6200,12400,461,715,25000000000,1434,3,0,57
12402,6201,12403,715,116,24999999000,1762,5,0,15
12403,6201,12402,116,715,25000000000,4914,7,10,31
12404,6202,12405,715,674,25000000000,1392,3,10,54
12405,6202,12404,674,715,25000000000,3540,2,1000,36
12406,6203,12407,715,710,25000000000,2021,3,10,92
12407,6203,12406,710,715,25000000000,3833,8,10,48
12408,6204,12409,715,106,25000000000,4312,7,0,56
12409,6204,12408,106,715,25000000000,2461,3,0,86
12410,6205,12411,715,118,24999999000,4170,5,0,95
12411,6205,12410,118,715,25000000000,1284,2,100,57
12412,6206,12413,715,222,25000000000,4984,5,0,74
12413,6206,12412,222,715,25000001000,4486,4,0,51
12414,6207,12415,715,190,24999999000,4705,2,10,28
12415,6207,12414,190,715,25000000000,3885,6,0,51
12416,6208,12417,715,448,24999999000,4474,6,10,59
12417,6208,12416,448,715,24999999000,3542,6,0,51
12418,6209,12419,715,710,24999999000,1155,1,0,98
12419,6209,12418,710,715,25000000000,1457,1,0,72
12420,6210,12421,716,281,25000000000,3687,7,10,45
12421,6210,12420,281,716,25000000000,3471,9,0,35
12422,6211,12423,716,108,24999999000,4246,9,10,35
12423,6211,12422,108,716,24999999000,2348,4,0,85
12424,6212,12425,716,661,24999999000,3884,8,0,37
12425,6212,12424,661,716,25000000000,2122,3,0,17
12426,6213,12427,716,601,25000000000,4677,1,0,51
12427,6213,12426,601,716,25000001000,1409,4,0,71
12428,6214,12429,716,106,24999998000,2815,7,0,68
12429,6214,12428,106,716,24999999000,2997,4,0,94
12430,6215,12431,716,587,25000000000,2301,4,10,23
12431,6215,12430,587,716,25000000000,1472,4,0,80
12432,6216,12433,716,382,25000000000,1843,9,10,56
12433,6216,12432,382,716,25000000000,3714,8,0,47
12434,6217,12435,716,117,24999999000,4372,9,1000,33
12435,6217,12434,117,716,24999999000,4704,2,0,99
12436,6218,12437,716,185,24999999000,2655,3,10,84
12437,6218,12436,185,716,25000000000,1801,2,0,50
12438,6219,12439,716,674,24999999000,1447,4,0,68
12439,6219,12438,674,716,25000000000,4183,8,0,97
12440,6220,12441,717,607,25000000000,1405,3,0,56
12441,6220,12440,607,717,25000000000,2061,9,0,86
12442,6221,12443,717,314,25000000000,4179,9,10,30
12443,6221,12442,314,717,25000001000,4655,6,10,21
12444,6222,12445,717,531,24999999000,1984,4,10,47
12445,6222,12444,531,717,24999999000,4126,4,0,78
12446,6223,12447,717,296,24999999000,2190,4,0,11
12447,6223,12446,296,717,25000000000,3681,5,0,13
12448,6224,12449,717,117,25000000000,2965,8,0,41
12449,6224,12448,117,717,25000000000,2170,8,0,67
12450,6225,12451,717,316,24999999000,2677,2,100,33
12451,6225,12450,316,717,25000000000,3339,5,0,26
12452,6226,12453,717,148,24999999000,4904,8,100,81
12453,6226,12452,148,717,24999999000,1085,9,10,28
12454,6227,12455,717,255,25000000000,1665,3,0,63
12455,6227,12454,255,717,25000000000,1972,8,0,45
12456,6228,12457,717,430,25000000000,3890,1,0,20
12457,6228,12456,430,717,25000000000,1981,7,0,61
12458,6229,12459,717,462,24999999000,1502,3,0,95
12459,6229,12458,462,717,25000000000,3428,2,0,22
12460,6230,12461,718,4,25000000000,2337,9,10,75
12461,6230,12460,4,718,25000000000,4866,8,10,35
12462,6231,12463,718,265,25000000000,3259,6,0,67
12463,6231,12462,265,718,25000000000,3369,3,10,13
12464,6232,12465,718,127,24999999000,3592,1,10,22
12465,6232,12464,127,718,25000000000,2204,2,0,73
12466,6233,12467,718,108,25000000000,2382,3,0,87
12467,6233,12466,108,718,25000000000,3176,2,0,89
12468,6234,12469,718,568,24999999000,2625,4,1000,72
12469,6234,12468,568,718,24999999000,3478,6,0,59
12470,6235,12471,718,22,25000000000,3398,4,0,73
12471,6235,12470,22,718,25000001000,1921,3,0,29
12472,6236,12473,718,383,25000000000,3525,7,0,99
12473,6236,12472,383,718,25000000000,1570,3,0,43
12474,6237,12475,718,2,24999999000,2971,9,0,37
12475,6237,12474,2,718,25000000000,2836,6,0,30
12476,6238,12477,718,526,24999999000,2541,2,10,90
12477,6238,12476,526,718,24999999000,2378,9,0,28
12478,6239,12479,718,490,24999999000,2614,7,0,42
12479,6239,12478,490,718,25000000000,1629,8,0,10
12480,6240,12481,719,165,24999999000,1511,1,1000,24
12481,6240,12480,165,719,24999999000,1284,1,10,76
12482,6241,12483,719,225,24999999000,1392,6,0,47
12483,6241,12482,225,719,25000000000,4149,5,10,31
12484,6242,12485,719,368,25000000000,1416,3,0,33
12485,6242,12484,368,719,25000000000,1043,6,0,12
12486,6243,12487,719,705,25000000000,3945,3,0,19
12487,6243,12486,705,719,25000000000,1867,1,100,60
12488,6244,12489,719,500,25000000000,3252,4,0,77
12489,6244,12488,500,719,25000001000,4672,7,0,79
12490,6245,12491,719,706,25000000000,1259,1,0,52
12491,6245,12490,706,719,25000000000,4594,3,0,20
12492,6246,12493,719,150,25000000000,3163,9,0,94
12493,6246,12492,150,719,25000000000,4853,5,10,45
12494,6247,12495,719,511,25000000000,3231,7,0,33
12495,6247,12494,511,719,25000000000,1997,6,0,34
12496,6248,12497,719,107,24999999000,1281,5,10,28
12497,6248,12496,107,719,25000000000,3527,6,0,84
12498,6249,12499,719,4,25000000000,4531,7,10,26
12499,6249,12498,4,719,25000000000,2087,9,100,84
12500,6250,12501,720,311,24999998000,2353,9,10,90
12501,6250,12500,311,720,24999999000,4774,4,10,30
12502,6251,12503,720,657,25000000000,2672,2,0,81
12503,6251,12502,657,720,25000000000,2429,9,0,85
12504,6252,12505,720,259,24999999000,3538,4,100,88
12505,6252,12504,259,720,25000000000,1885,8,0,89
12506,6253,12507,720,602,25000000000,3744,1,0,99
12507,6253,12506,602,720,25000000000,4940,5,10,44
12508,6254,12509,720,680,25000000000,2647,5,10,85
12509,6254,12508,680,720,25000001000,4535,6,0,40
12510,6255,12511,720,138,24999999000,1451,9,0,30
12511,6255,12510,138,720,24999999000,4192,2,0,78
12512,6256,12513,720,388,25000000000,4860,4,0,78
12513,6256,12512,388,720,25000000000,4273,6,0,11
12514,6257,12515,720,139,25000000000,2208,7,10,80
12515,6257,12514,139,720,25000000000,2160,3,0,87
12516,6258,12517,720,543,24999999000,3485,3,0,24
12517,6258,12516,543,720,24999999000,2372,8,0,91
12518,6259,12519,720,170,24999999000,2049,8,1000,97
12519,6259,12518,170,720,25000000000,1523,5,0,61
12520,6260,12521,721,253,25000000000,4263,6,0,31
12521,6260,12520,253,721,25000001000,3040,1,0,81
12522,6261,12523,721,10,25000000000,2665,9,0,34
12523,6261,12522,10,721,25000000000,3927,4,1000,88
12524,6262,12525,721,438,24999999000,4885,8,0,88
12525,6262,12524,438,721,25000000000,2901,3,0,93
12526,6263,12527,721,554,24999999000,2699,2,0,14
12527,6263,12526,554,721,24999999000,4221,8,0,38
12528,6264,12529,721,32,25000000000,3429,6,0,93
12529,6264,12528,32,721,25000001000,2033,6,0,21
12530,6265,12531,721,204,25000000000,4243,5,0,76
12531,6265,12530,204,721,25000000000,1616,7,10,62
12532,6266,12533,721,146,25000000000,2083,8,0,93
12533,6266,12532,146,721,25000001000,3342,8,0,13
12534,6267,12535,721,263,24999999000,1569,4,10,71
12535,6267,12534,263,721,25000000000,3758,7,10,69
12536,6268,12537,721,168,24999999000,3397,2,10,41
12537,6268,12536,168,721,25000000000,4492,9,0,86
12538,6269,12539,721,112,25000000000,3749,6,0,55
12539,6269,12538,112,721,25000001000,2022,7,0,99
12540,6270,12541,722,302,25000000000,1013,1,10,70
12541,6270,12540,302,722,25000000000,2332,3,0,52
12542,6271,12543,722,494,25000000000,1542,8,0,16
12543,6271,12542,494,722,25000000000,3580,3,10,25
12544,6272,12545,722,120,25000000000,2979,7,10,46
12545,6272,12544,120,722,25000000000,4722,5,1000,73
12546,6273,12547,722,237,25000000000,2833,3,10,93
12547,6273,12546,237,722,25000000000,1616,5,0,67
12548,6274,12549,722,514,24999999000,4765,7,100,82
12549,6274,12548,514,722,25000000000,1276,8,0,29
12550,6275,12551,722,112,25000001000,3353,3,0,43
12551,6275,12550,112,722,25000001000,1718,8,0,38
12552,6276,12553,722,415,25000000000,3663,5,10,52
12553,6276,12552,415,722,25000001000,2560,3,10,81
12554,6277,12555,722,166,25000000000,1412,3,10,74
12555,6277,12554,166,722,25000001000,4122,7,0,53
12556,6278,12557,722,163,25000000000,4991,8,0,13
12557,6278,12556,163,722,25000000000,1973,2,0,13
12558,6279,12559,722,661,25000000000,1437,9,0,95
12559,6279,12558,661,722,25000000000,3479,6,0,33
12560,6280,12561,723,21,25000001000,4609,8,0,64
12561,6280,12560,21,723,25000001000,3618,3,0,93
12562,6281,12563,723,339,25000000000,1627,9,0,99
12563,6281,12562,339,723,25000001000,3020,1,0,22
12564,6282,12565,723,266,25000000000,3404,4,0,28
12565,6282,12564,266,723,25000000000,1504,2,0,38
12566,6283,12567,723,107,24999999000,1674,5,0,82
12567,6283,12566,107,723,25000000000,1334,6,100,21
12568,6284,12569,723,32,24999999000,1411,7,0,49
12569,6284,12568,32,723,25000000000,1337,7,1000,85
12570,6285,12571,723,226,25000000000,4676,8,100,50
12571,6285,12570,226,723,25000000000,4422,5,0,83
12572,6286,12573,723,231,24999999000,4391,7,0,98
12573,6286,12572,231,723,24999999000,4686,6,10,28
12574,6287,12575,723,204,25000000000,2888,1,10,64
12575,6287,12574,204,723,25000000000,4801,3,0,48
12576,6288,12577,723,583,24999999000,1616,1,0,68
12577,6288,12576,583,723,25000000000,3307,9,1000,43
12578,6289,12579,723,509,24999999000,4823,6,0,91
12579,6289,12578,509,723,25000000000,2359,9,0,10
12580,6290,12581,724,434,24999999000,3181,7,0,20
12581,6290,12580,434,724,24999999000,1371,8,0,99
12582,6291,12583,724,36,24999999000,1101,5,10,38
12583,6291,12582,36,724,25000000000,2995,3,0,79
12584,6292,12585,724,390,25000000000,2015,2,0,66
12585,6292,12584,390,724,25000000000,1772,3,0,13
12586,6293,12587,724,552,25000000000,1114,5,0,25
12587,6293,12586,552,724,25000000000,3506,2,0,90
12588,6294,12589,724,454,24999999000,4205,8,10,51
12589,6294,12588,454,724,24999999000,3593,6,10,32
12590,6295,12591,724,109,25000000000,1375,2,0,23
12591,6295,12590,109,724,25000000000,4525,7,0,17
12592,6296,12593,724,271,25000000000,3234,8,0,29
12593,6296,12592,271,724,25000001000,4288,2,0,48
12594,6297,12595,724,703,25000000000,1239,8,100,65
12595,6297,12594,703,724,25000000000,1972,1,0,35
12596,6298,12597,724,686,24999999000,3174,7,0,69
12597,6298,12596,686,724,24999999000,1183,3,10,91
12598,6299,12599,724,114,25000000000,1505,3,10,51
12599,6299,12598,114,724,25000001000,2899,2,10,70
12600,6300,12601,725,2,25000000000,2678,5,0,50
12601,6300,12600,2,725,25000000000,3411,2,0,30
12602,6301,12603,725,174,25000000000,2100,7,10,89
12603,6301,12602,174,725,25000000000,2626,7,10,46
12604,6302,12605,725,524,24999999000,1612,9,0,96
12605,6302,12604,524,725,25000000000,4505,9,100,92
12606,6303,12607,725,43,25000000000,1363,3,0,77
12607,6303,12606,43,725,25000000000,2945,7,0,18
12608,6304,12609,725,111,25000000000,3042,2,0,79
12609,6304,12608,111,725,25000000000,3391,5,0,62
12610,6305,12611,725,230,24999999000,3333,2,0,36
12611,6305,12610,230,725,24999999000,4868,5,0,12
12612,6306,12613,725,108,25000000000,2323,3,0,57
12613,6306,12612,108,725,25000000000,2510,3,0,52
12614,6307,12615,725,494,24999999000,3828,4,0,35
12615,6307,12614,494,725,25000000000,2150,8,0,24
12616,6308,12617,725,195,25000000000,3693,5,0,29
12617,6308,12616,195,725,25000000000,4458,7,10,48
12618,6309,12619,725,137,25000000000,4681,5,0,68
12619,6309,12618,137,725,25000000000,1677,2,0,47
12620,6310,12621,726,301,24999999000,1846,9,0,89
12621,6310,12620,301,726,24999999000,1895,1,0,28
12622,6311,12623,726,162,24999999000,3881,9,0,52
12623,6311,12622,162,726,24999999000,3481,6,10,21
12624,6312,12625,726,228,25000000000,3236,4,0,52
12625,6312,12624,228,726,25000000000,2537,1,10,95
12626,6313,12627,726,4,25000000000,3534,9,0,96
12627,6313,12626,4,726,25000001000,1498,8,10,90
12628,6314,12629,726,207,25000000000,4930,9,0,53
12629,6314,12628,207,726,25000000000,3191,6,0,27
12630,6315,12631,726,294,24999999000,2145,8,0,20
12631,6315,12630,294,726,25000000000,3506,3,0,34
12632,6316,12633,726,331,25000000000,2291,2,10,73
12633,6316,12632,331,726,25000001000,3083,9,100,12
12634,6317,12635,726,151,24999999000,2358,8,1000,82
12635,6317,12634,151,726,25000000000,3367,4,0,99
12636,6318,12637,726,111,25000000000,2795,4,0,86
12637,6318,12636,111,726,25000000000,3320,2,0,50
12638,6319,12639,726,110,25000000000,2701,9,0,44
12639,6319,12638,110,726,25000000000,1609,2,10,21
12640,6320,12641,727,425,25000000000,1338,7,10,82
12641,6320,12640,425,727,25000000000,3492,9,0,33
12642,6321,12643,727,555,24999999000,4426,3,0,28
12643,6321,12642,555,727,25000000000,2459,4,0,66
12644,6322,12645,727,375,24999999000,4083,2,100,86
12645,6322,12644,375,727,25000000000,4464,9,10,82
12646,6323,12647,727,147,24999999000,3360,7,0,29
12647,6323,12646,147,727,24999999000,1956,2,10,54
12648,6324,12649,727,653,24999999000,4039,6,0,76
12649,6324,12648,653,727,25000000000,2726,7,0,64
12650,6325,12651,727,108,24999999000,1620,4,0,88
12651,6325,12650,108,727,24999999000,1758,8,0,13
12652,6326,12653,727,347,25000000000,1549,7,100,71
12653,6326,12652,347,727,25000000000,2504,1,10,51
12654,6327,12655,727,593,25000000000,4359,3,0,68
12655,6327,12654,593,727,25000000000,4927,2,0,84
12656,6328,12657,727,223,25000000000,3211,3,0,75
12657,6328,12656,223,727,25000001000,2961,1,0,96
12658,6329,12659,727,152,24999999000,2211,7,10,12
12659,6329,12658,152,727,25000000000,1531,1,0,64
12660,6330,12661,728,150,24999999000,3662,4,0,90
12661,6330,12660,150,728,25000000000,2364,5,0,50
12662,6331,12663,728,188,25000000000,3686,9,0,64
12663,6331,12662,188,728,25000001000,2253,7,0,43
12664,6332,12665,728,657,25000000000,3961,6,1000,50
12665,6332,12664,657,728,25000000000,2161,9,0,46
12666,6333,12667,728,710,25000000000,3020,2,10,39
12667,6333,12666,710,728,25000000000,2195,7,0,58
12668,6334,12669,728,577,24999999000,1289,6,1000,71
12669,6334,12668,577,728,25000000000,1676,3,10,68
12670,6335,12671,728,382,24999999000,4596,1,0,11
12671,6335,12670,382,728,25000000000,3027,4,0,18
12672,6336,12673,728,289,25000000000,2211,5,10,94
12673,6336,12672,289,728,25000000000,2450,5,0,77
12674,6337,12675,728,116,25000000000,1283,3,10,51
12675,6337,12674,116,728,25000001000,3788,8,0,69
12676,6338,12677,728,364,24999999000,1413,5,0,40
12677,6338,12676,364,728,25000000000,4661,5,10,25
12678,6339,12679,728,431,25000000000,2998,1,0,36
12679,6339,12678,431,728,25000000000,1059,8,0,19
12680,6340,12681,729,426,25000000000,4408,1,10,58
12681,6340,12680,426,729,25000000000,2793,5,0,16
12682,6341,12683,729,4,25000000000,2188,4,10,37
12683,6341,12682,4,729,25000000000,2082,3,0,19
12684,6342,12685,729,313,25000000000,4931,7,0,64
12685,6342,12684,313,729,25000000000,3700,8,10,40
12686,6343,12687,729,433,25000000000,1882,9,0,99
12687,6343,12686,433,729,25000000000,4229,1,0,55
12688,6344,12689,729,487,24999999000,3906,4,0,34
12689,6344,12688,487,729,25000000000,3956,3,0,19
12690,6345,12691,729,4,24999999000,4241,2,0,92
12691,6345,12690,4,729,25000000000,1562,5,10,35
12692,6346,12693,729,267,24999999000,3195,7,0,76
12693,6346,12692,267,729,25000000000,3314,1,0,97
12694,6347,12695,729,500,25000000000,4563,3,0,80
12695,6347,12694,500,729,25000000000,1957,1,0,19
12696,6348,12697,729,718,25000000000,2665,7,10,94
12697,6348,12696,718,729,25000001000,3906,2,0,97
12698,6349,12699,729,184,25000000000,1074,6,0,87
12699,6349,12698,184,729,25000001000,4561,5,0,83
12700,6350,12701,730,111,25000000000,1185,6,0,66
12701,6350,12700,111,730,25000001000,1614,8,10,94
12702,6351,12703,730,526,25000000000,2968,2,10,56
